"seconds_since_Jan_1_1900","ref_co2_ppm","datetime_utc"
3969185400,437.90000000000003,"2025-10-11 15:30:00"
3969185700,438.5,"2025-10-11 15:35:00"
3969186000,438.8,"2025-10-11 15:40:00"
3969186300,440.87,"2025-10-11 15:45:00"
3969186600,441.,"2025-10-11 15:50:00"
3969186900,439.15000000000003,"2025-10-11 15:55:00"
3969187200,439.71000000000004,"2025-10-11 16:00:00"
3969187500,440.27,"2025-10-11 16:05:00"
3969187800,439.66,"2025-10-11 16:10:00"
3969188100,439.46000000000004,"2025-10-11 16:15:00"
3969188400,439.48,"2025-10-11 16:20:00"
3969188700,439.33,"2025-10-11 16:25:00"
3969189000,438.94,"2025-10-11 16:30:00"
3969189300,438.87,"2025-10-11 16:35:00"
3969189600,439.99,"2025-10-11 16:40:00"
3969189900,441.27,"2025-10-11 16:45:00"
3969190200,445.71000000000004,"2025-10-11 16:50:00"
3969190500,444.49,"2025-10-11 16:55:00"
3969190800,441.90000000000003,"2025-10-11 17:00:00"
3969191100,443.58,"2025-10-11 17:05:00"
3969191400,444.82,"2025-10-11 17:10:00"
3969191700,444.98,"2025-10-11 17:15:00"
3969192000,445.19,"2025-10-11 17:20:00"
3969192300,445.42,"2025-10-11 17:25:00"
3969192600,445.67,"2025-10-11 17:30:00"
3969192900,445.94,"2025-10-11 17:35:00"
3969193200,445.8,"2025-10-11 17:40:00"
3969193500,446.04,"2025-10-11 17:45:00"
3969193800,446.46000000000004,"2025-10-11 17:50:00"
3969194100,446.69,"2025-10-11 17:55:00"
3969194400,447.,"2025-10-11 18:00:00"
3969194700,447.38,"2025-10-11 18:05:00"
3969195000,447.35,"2025-10-11 18:10:00"
3969195300,447.44,"2025-10-11 18:15:00"
3969195600,447.33,"2025-10-11 18:20:00"
3969195900,447.08,"2025-10-11 18:25:00"
3969196200,447.06,"2025-10-11 18:30:00"
3969196500,447.17,"2025-10-11 18:35:00"
3969196800,447.43,"2025-10-11 18:40:00"
3969197100,447.87,"2025-10-11 18:45:00"
3969197400,448.27,"2025-10-11 18:50:00"
3969197700,448.31,"2025-10-11 18:55:00"
3969198000,448.24,"2025-10-11 19:00:00"
3969198300,448.38,"2025-10-11 19:05:00"
3969198600,449.12,"2025-10-11 19:10:00"
3969198900,449.93,"2025-10-11 19:15:00"
3969199200,450.53000000000003,"2025-10-11 19:20:00"
3969199500,451.69,"2025-10-11 19:25:00"
3969199800,453.34000000000003,"2025-10-11 19:30:00"
3969200100,454.47,"2025-10-11 19:35:00"
3969200400,455.93,"2025-10-11 19:40:00"
3969200700,457.96000000000004,"2025-10-11 19:45:00"
3969201000,459.73,"2025-10-11 19:50:00"
3969201300,460.29,"2025-10-11 19:55:00"
3969201600,459.46000000000004,"2025-10-11 20:00:00"
3969201900,459.84000000000003,"2025-10-11 20:05:00"
3969202200,460.09000000000003,"2025-10-11 20:10:00"
3969202500,459.92,"2025-10-11 20:15:00"
3969202800,459.33,"2025-10-11 20:20:00"
3969203100,459.72,"2025-10-11 20:25:00"
3969203400,461.41,"2025-10-11 20:30:00"
3969203700,462.24,"2025-10-11 20:35:00"
3969204000,461.7,"2025-10-11 20:40:00"
3969204300,462.48,"2025-10-11 20:45:00"
3969204600,462.08,"2025-10-11 20:50:00"
3969204900,462.82,"2025-10-11 20:55:00"
3969205200,463.6,"2025-10-11 21:00:00"
3969205500,464.25,"2025-10-11 21:05:00"
3969205800,463.89,"2025-10-11 21:10:00"
3969206100,463.32,"2025-10-11 21:15:00"
3969206400,463.40000000000003,"2025-10-11 21:20:00"
3969206700,463.09000000000003,"2025-10-11 21:25:00"
3969207000,463.24,"2025-10-11 21:30:00"
3969207300,463.71000000000004,"2025-10-11 21:35:00"
3969207600,464.02,"2025-10-11 21:40:00"
3969207900,464.64,"2025-10-11 21:45:00"
3969208200,464.34000000000003,"2025-10-11 21:50:00"
3969208500,464.19,"2025-10-11 21:55:00"
3969208800,464.15000000000003,"2025-10-11 22:00:00"
3969209100,464.07,"2025-10-11 22:05:00"
3969209400,463.91,"2025-10-11 22:10:00"
3969209700,464.02,"2025-10-11 22:15:00"
3969210000,464.62,"2025-10-11 22:20:00"
3969210300,465.33,"2025-10-11 22:25:00"
3969210600,466.07,"2025-10-11 22:30:00"
3969210900,466.31,"2025-10-11 22:35:00"
3969211200,466.58,"2025-10-11 22:40:00"
3969211500,467.08,"2025-10-11 22:45:00"
3969211800,467.37,"2025-10-11 22:50:00"
3969212100,468.01,"2025-10-11 22:55:00"
3969212400,468.77,"2025-10-11 23:00:00"
3969212700,469.33,"2025-10-11 23:05:00"
3969213000,469.61,"2025-10-11 23:10:00"
3969213300,469.56,"2025-10-11 23:15:00"
3969213600,469.47,"2025-10-11 23:20:00"
3969213900,469.5,"2025-10-11 23:25:00"
3969214200,470.09000000000003,"2025-10-11 23:30:00"
3969214500,470.51,"2025-10-11 23:35:00"
3969214800,470.81,"2025-10-11 23:40:00"
3969215100,471.16,"2025-10-11 23:45:00"
3969215400,471.62,"2025-10-11 23:50:00"
3969215700,471.8,"2025-10-11 23:55:00"
3969216000,472.15000000000003,"2025-10-12 00:00:00"
3969216300,472.84000000000003,"2025-10-12 00:05:00"
3969216600,474.18,"2025-10-12 00:10:00"
3969216900,475.42,"2025-10-12 00:15:00"
3969217200,476.97,"2025-10-12 00:20:00"
3969217500,478.5,"2025-10-12 00:25:00"
3969217800,479.40000000000003,"2025-10-12 00:30:00"
3969218100,480.27,"2025-10-12 00:35:00"
3969218400,481.16,"2025-10-12 00:40:00"
3969218700,482.06,"2025-10-12 00:45:00"
3969219000,482.85,"2025-10-12 00:50:00"
3969219300,483.29,"2025-10-12 00:55:00"
3969219600,483.37,"2025-10-12 01:00:00"
3969219900,483.37,"2025-10-12 01:05:00"
3969220200,483.39,"2025-10-12 01:10:00"
3969220500,483.66,"2025-10-12 01:15:00"
3969220800,484.25,"2025-10-12 01:20:00"
3969221100,484.95,"2025-10-12 01:25:00"
3969221400,485.62,"2025-10-12 01:30:00"
3969221700,486.32,"2025-10-12 01:35:00"
3969222000,486.75,"2025-10-12 01:40:00"
3969222300,487.41,"2025-10-12 01:45:00"
3969222600,488.58,"2025-10-12 01:50:00"
3969222900,489.86,"2025-10-12 01:55:00"
3969223200,490.82,"2025-10-12 02:00:00"
3969223500,491.45,"2025-10-12 02:05:00"
3969223800,491.37,"2025-10-12 02:10:00"
3969224100,490.79,"2025-10-12 02:15:00"
3969224400,490.6,"2025-10-12 02:20:00"
3969224700,490.55,"2025-10-12 02:25:00"
3969225000,490.38,"2025-10-12 02:30:00"
3969225300,490.26,"2025-10-12 02:35:00"
3969225600,490.5,"2025-10-12 02:40:00"
3969225900,490.59000000000003,"2025-10-12 02:45:00"
3969226200,490.41,"2025-10-12 02:50:00"
3969226500,490.3,"2025-10-12 02:55:00"
3969226800,490.01,"2025-10-12 03:00:00"
3969227100,489.61,"2025-10-12 03:05:00"
3969227400,489.14,"2025-10-12 03:10:00"
3969227700,488.7,"2025-10-12 03:15:00"
3969228000,488.48,"2025-10-12 03:20:00"
3969228300,488.29,"2025-10-12 03:25:00"
3969228600,488.36,"2025-10-12 03:30:00"
3969228900,488.77,"2025-10-12 03:35:00"
3969229200,489.34000000000003,"2025-10-12 03:40:00"
3969229500,489.86,"2025-10-12 03:45:00"
3969229800,490.18,"2025-10-12 03:50:00"
3969230100,490.56,"2025-10-12 03:55:00"
3969230400,490.89,"2025-10-12 04:00:00"
3969230700,491.14,"2025-10-12 04:05:00"
3969231000,491.28000000000003,"2025-10-12 04:10:00"
3969231300,491.36,"2025-10-12 04:15:00"
3969231600,491.26,"2025-10-12 04:20:00"
3969231900,490.97,"2025-10-12 04:25:00"
3969232200,490.59000000000003,"2025-10-12 04:30:00"
3969232500,490.23,"2025-10-12 04:35:00"
3969232800,489.99,"2025-10-12 04:40:00"
3969233100,489.83,"2025-10-12 04:45:00"
3969233400,489.56,"2025-10-12 04:50:00"
3969233700,489.27,"2025-10-12 04:55:00"
3969234000,489.09000000000003,"2025-10-12 05:00:00"
3969234300,488.85,"2025-10-12 05:05:00"
3969234600,488.75,"2025-10-12 05:10:00"
3969234900,488.64,"2025-10-12 05:15:00"
3969235200,488.11,"2025-10-12 05:20:00"
3969235500,487.51,"2025-10-12 05:25:00"
3969235800,487.47,"2025-10-12 05:30:00"
3969236100,487.45,"2025-10-12 05:35:00"
3969236400,487.07,"2025-10-12 05:40:00"
3969236700,486.36,"2025-10-12 05:45:00"
3969237000,485.63,"2025-10-12 05:50:00"
3969237300,485.11,"2025-10-12 05:55:00"
3969237600,486.,"2025-10-12 06:00:00"
3969237900,490.75,"2025-10-12 06:05:00"
3969238200,487.8,"2025-10-12 06:10:00"
3969238500,486.78000000000003,"2025-10-12 06:15:00"
3969238800,487.93,"2025-10-12 06:20:00"
3969239100,492.66,"2025-10-12 06:25:00"
3969239400,492.51,"2025-10-12 06:30:00"
3969239700,489.91,"2025-10-12 06:35:00"
3969240000,487.5,"2025-10-12 06:40:00"
3969240300,480.67,"2025-10-12 06:45:00"
3969240600,479.91,"2025-10-12 06:50:00"
3969240900,481.16,"2025-10-12 06:55:00"
3969241200,480.73,"2025-10-12 07:00:00"
3969241500,481.11,"2025-10-12 07:05:00"
3969241800,481.34000000000003,"2025-10-12 07:10:00"
3969242100,478.54,"2025-10-12 07:15:00"
3969242400,478.55,"2025-10-12 07:20:00"
3969242700,479.35,"2025-10-12 07:25:00"
3969243000,483.31,"2025-10-12 07:30:00"
3969243300,482.09000000000003,"2025-10-12 07:35:00"
3969243600,479.86,"2025-10-12 07:40:00"
3969243900,478.69,"2025-10-12 07:45:00"
3969244200,479.63,"2025-10-12 07:50:00"
3969244500,478.27,"2025-10-12 07:55:00"
3969244800,477.11,"2025-10-12 08:00:00"
3969245100,474.72,"2025-10-12 08:05:00"
3969245400,471.51,"2025-10-12 08:10:00"
3969245700,468.68,"2025-10-12 08:15:00"
3969246000,468.54,"2025-10-12 08:20:00"
3969246300,470.29,"2025-10-12 08:25:00"
3969246600,471.63,"2025-10-12 08:30:00"
3969246900,475.11,"2025-10-12 08:35:00"
3969247200,477.5,"2025-10-12 08:40:00"
3969247500,478.11,"2025-10-12 08:45:00"
3969247800,477.27,"2025-10-12 08:50:00"
3969248100,476.01,"2025-10-12 08:55:00"
3969248400,478.54,"2025-10-12 09:00:00"
3969248700,472.63,"2025-10-12 09:05:00"
3969249000,470.64,"2025-10-12 09:10:00"
3969249300,465.85,"2025-10-12 09:15:00"
3969249600,459.89,"2025-10-12 09:20:00"
3969249900,455.27,"2025-10-12 09:25:00"
3969250200,454.04,"2025-10-12 09:30:00"
3969250500,458.37,"2025-10-12 09:35:00"
3969250800,456.63,"2025-10-12 09:40:00"
3969251100,455.79,"2025-10-12 09:45:00"
3969251400,453.72,"2025-10-12 09:50:00"
3969251700,450.78000000000003,"2025-10-12 09:55:00"
3969252000,448.90000000000003,"2025-10-12 10:00:00"
3969252300,448.53000000000003,"2025-10-12 10:05:00"
3969252600,447.1,"2025-10-12 10:10:00"
3969252900,445.89,"2025-10-12 10:15:00"
3969253200,453.85,"2025-10-12 10:20:00"
3969253500,457.32,"2025-10-12 10:25:00"
3969253800,454.28000000000003,"2025-10-12 10:30:00"
3969254100,452.6,"2025-10-12 10:35:00"
3969254400,451.79,"2025-10-12 10:40:00"
3969254700,447.29,"2025-10-12 10:45:00"
3969255000,448.14,"2025-10-12 10:50:00"
3969255300,447.75,"2025-10-12 10:55:00"
3969255600,451.64,"2025-10-12 11:00:00"
3969255900,452.61,"2025-10-12 11:05:00"
3969256200,452.79,"2025-10-12 11:10:00"
3969256500,450.32,"2025-10-12 11:15:00"
3969256800,449.40000000000003,"2025-10-12 11:20:00"
3969257100,449.46000000000004,"2025-10-12 11:25:00"
3969257400,450.58,"2025-10-12 11:30:00"
3969257700,450.63,"2025-10-12 11:35:00"
3969258000,451.43,"2025-10-12 11:40:00"
3969258300,453.49,"2025-10-12 11:45:00"
3969258600,450.28000000000003,"2025-10-12 11:50:00"
3969258900,449.19,"2025-10-12 11:55:00"
3969259200,448.96000000000004,"2025-10-12 12:00:00"
3969259500,450.,"2025-10-12 12:05:00"
3969259800,450.58,"2025-10-12 12:10:00"
3969260100,450.91,"2025-10-12 12:15:00"
3969260400,452.08,"2025-10-12 12:20:00"
3969260700,451.76,"2025-10-12 12:25:00"
3969261000,450.02,"2025-10-12 12:30:00"
3969261300,451.23,"2025-10-12 12:35:00"
3969261600,451.33,"2025-10-12 12:40:00"
3969261900,450.75,"2025-10-12 12:45:00"
3969262200,452.05,"2025-10-12 12:50:00"
3969262500,450.86,"2025-10-12 12:55:00"
3969262800,448.91,"2025-10-12 13:00:00"
3969263100,449.72,"2025-10-12 13:05:00"
3969263400,449.07,"2025-10-12 13:10:00"
3969263700,447.08,"2025-10-12 13:15:00"
3969264000,447.02,"2025-10-12 13:20:00"
3969264300,447.47,"2025-10-12 13:25:00"
3969264600,446.65000000000003,"2025-10-12 13:30:00"
3969264900,447.08,"2025-10-12 13:35:00"
3969265200,447.76,"2025-10-12 13:40:00"
3969265500,447.46000000000004,"2025-10-12 13:45:00"
3969265800,449.90000000000003,"2025-10-12 13:50:00"
3969266100,448.1,"2025-10-12 13:55:00"
3969266400,449.1,"2025-10-12 14:00:00"
3969266700,449.09000000000003,"2025-10-12 14:05:00"
3969267000,447.89,"2025-10-12 14:10:00"
3969267300,447.75,"2025-10-12 14:15:00"
3969267600,447.87,"2025-10-12 14:20:00"
3969267900,446.37,"2025-10-12 14:25:00"
3969268200,447.2,"2025-10-12 14:30:00"
3969268500,446.66,"2025-10-12 14:35:00"
3969268800,447.28000000000003,"2025-10-12 14:40:00"
3969269100,445.89,"2025-10-12 14:45:00"
3969269400,446.83,"2025-10-12 14:50:00"
3969269700,448.99,"2025-10-12 14:55:00"
3969270000,446.09000000000003,"2025-10-12 15:00:00"
3969270300,445.19,"2025-10-12 15:05:00"
3969270600,445.72,"2025-10-12 15:10:00"
3969270900,446.7,"2025-10-12 15:15:00"
3969271200,445.78000000000003,"2025-10-12 15:20:00"
3969271500,445.34000000000003,"2025-10-12 15:25:00"
3969271800,444.98,"2025-10-12 15:30:00"
3969272100,445.53000000000003,"2025-10-12 15:35:00"
3969272400,446.71000000000004,"2025-10-12 15:40:00"
3969272700,446.75,"2025-10-12 15:45:00"
3969273000,446.02,"2025-10-12 15:50:00"
3969273300,445.85,"2025-10-12 15:55:00"
3969273600,446.09000000000003,"2025-10-12 16:00:00"
3969273900,446.19,"2025-10-12 16:05:00"
3969274200,446.64,"2025-10-12 16:10:00"
3969274500,447.41,"2025-10-12 16:15:00"
3969274800,447.40000000000003,"2025-10-12 16:20:00"
3969275100,447.97,"2025-10-12 16:25:00"
3969275400,449.03000000000003,"2025-10-12 16:30:00"
3969275700,449.58,"2025-10-12 16:35:00"
3969276000,449.87,"2025-10-12 16:40:00"
3969276300,449.7,"2025-10-12 16:45:00"
3969276600,449.47,"2025-10-12 16:50:00"
3969276900,449.52,"2025-10-12 16:55:00"
3969277200,451.12,"2025-10-12 17:00:00"
3969277500,457.,"2025-10-12 17:05:00"
3969277800,458.24,"2025-10-12 17:10:00"
3969278100,458.51,"2025-10-12 17:15:00"
3969278400,458.94,"2025-10-12 17:20:00"
3969278700,459.81,"2025-10-12 17:25:00"
3969279000,459.97,"2025-10-12 17:30:00"
3969279300,460.,"2025-10-12 17:35:00"
3969279600,460.3,"2025-10-12 17:40:00"
3969279900,460.83,"2025-10-12 17:45:00"
3969280200,461.09000000000003,"2025-10-12 17:50:00"
3969280500,460.90000000000003,"2025-10-12 17:55:00"
3969280800,461.17,"2025-10-12 18:00:00"
3969281100,460.87,"2025-10-12 18:05:00"
3969281400,461.1,"2025-10-12 18:10:00"
3969281700,461.03000000000003,"2025-10-12 18:15:00"
3969282000,460.39,"2025-10-12 18:20:00"
3969282300,460.12,"2025-10-12 18:25:00"
3969282600,460.66,"2025-10-12 18:30:00"
3969282900,460.40000000000003,"2025-10-12 18:35:00"
3969283200,459.6,"2025-10-12 18:40:00"
3969283500,459.11,"2025-10-12 18:45:00"
3969283800,458.88,"2025-10-12 18:50:00"
3969284100,458.54,"2025-10-12 18:55:00"
3969284400,458.36,"2025-10-12 19:00:00"
3969284700,457.90000000000003,"2025-10-12 19:05:00"
3969285000,456.06,"2025-10-12 19:10:00"
3969285300,454.59000000000003,"2025-10-12 19:15:00"
3969285600,453.69,"2025-10-12 19:20:00"
3969285900,453.27,"2025-10-12 19:25:00"
3969286200,453.07,"2025-10-12 19:30:00"
3969286500,452.83,"2025-10-12 19:35:00"
3969286800,452.55,"2025-10-12 19:40:00"
3969287100,452.37,"2025-10-12 19:45:00"
3969287400,452.28000000000003,"2025-10-12 19:50:00"
3969287700,452.25,"2025-10-12 19:55:00"
3969288000,452.18,"2025-10-12 20:00:00"
3969288300,452.05,"2025-10-12 20:05:00"
3969288600,452.03000000000003,"2025-10-12 20:10:00"
3969288900,451.94,"2025-10-12 20:15:00"
3969289200,451.74,"2025-10-12 20:20:00"
3969289500,451.55,"2025-10-12 20:25:00"
3969289800,451.39,"2025-10-12 20:30:00"
3969290100,451.22,"2025-10-12 20:35:00"
3969290400,451.08,"2025-10-12 20:40:00"
3969290700,451.09000000000003,"2025-10-12 20:45:00"
3969291000,451.11,"2025-10-12 20:50:00"
3969291300,450.85,"2025-10-12 20:55:00"
3969291600,450.63,"2025-10-12 21:00:00"
3969291900,450.53000000000003,"2025-10-12 21:05:00"
3969292200,450.23,"2025-10-12 21:10:00"
3969292500,449.95,"2025-10-12 21:15:00"
3969292800,449.57,"2025-10-12 21:20:00"
3969293100,449.46000000000004,"2025-10-12 21:25:00"
3969293400,449.36,"2025-10-12 21:30:00"
3969293700,449.17,"2025-10-12 21:35:00"
3969294000,449.14,"2025-10-12 21:40:00"
3969294300,449.16,"2025-10-12 21:45:00"
3969294600,449.06,"2025-10-12 21:50:00"
3969294900,448.98,"2025-10-12 21:55:00"
3969295200,448.51,"2025-10-12 22:00:00"
3969295500,446.47,"2025-10-12 22:05:00"
3969295800,446.87,"2025-10-12 22:10:00"
3969296100,447.21000000000004,"2025-10-12 22:15:00"
3969296400,447.11,"2025-10-12 22:20:00"
3969296700,447.74,"2025-10-12 22:25:00"
3969297000,447.97,"2025-10-12 22:30:00"
3969297300,447.87,"2025-10-12 22:35:00"
3969297600,447.63,"2025-10-12 22:40:00"
3969297900,447.66,"2025-10-12 22:45:00"
3969298200,447.52,"2025-10-12 22:50:00"
3969298500,447.74,"2025-10-12 22:55:00"
